
Loading the model ...
  input file   : ../models/08/cheng.D3-1.pomdp
  loading time : 0.00s 

SARSOP initializing ...
  initialization time : 0.00s

-------------------------------------------------------------------------------
 Time   |#Trial |#Backup |LBound    |UBound    |Precision  |#Alphas |#Beliefs  
 0.29    121     1450     32.0709    32.0724    0.00145208  7        316      
 0.31    125     1503     32.0709    32.0723    0.00136942  4        331      
 0.33    128     1550     32.0709    32.0722    0.00132511  7        342      
 0.35    132     1607     32.0709    32.0722    0.00126148  4        352      
 0.37    135     1653     32.0709    32.0721    0.00120645  4        362      
 0.39    139     1700     32.0709    32.0721    0.00114743  11       372      
 0.41    142     1750     32.0709    32.072     0.00109132  7        378      
 0.43    146     1805     32.0709    32.072     0.00104615  4        386      
 0.45    149     1850     32.0709    32.0719    0.00101461  9        394      
 0.47    153     1901     32.0709    32.0719    0.00095381  4        402      
 0.49    157     1955     32.0709    32.0718    0.000918375 4        407      
 0.51    160     2000     32.0709    32.0718    0.000886504 5        415      
 0.53    164     2055     32.0709    32.0718    0.000848606 4        423      
 0.55    167     2100     32.0709    32.0718    0.000829005 7        429      
 0.57    170     2150     32.0709    32.0717    0.000804892 9        437      
 0.6     174     2201     32.0709    32.0717    0.000764551 4        447      
 0.62    178     2255     32.0709    32.0717    0.000739152 4        456      
 0.64    181     2300     32.0709    32.0716    0.000714659 5        461      
 0.67    184     2350     32.0709    32.0716    0.000703169 5        468      
 0.7     187     2400     32.0709    32.0716    0.00068623  9        478      
 0.71    191     2450     32.0709    32.0716    0.000649624 5        482      
 0.74    194     2500     32.0709    32.0716    0.000630098 11       492      
 0.76    198     2553     32.0709    32.0715    0.000612336 4        500      
 0.79    201     2600     32.0709    32.0715    0.000595974 7        510      
 0.82    204     2650     32.0709    32.0715    0.000583791 5        514      
 0.84    207     2700     32.0709    32.0715    0.000574148 9        524      
 0.87    211     2750     32.0709    32.0715    0.000559024 5        534      
 0.9     215     2805     32.0709    32.0715    0.000536825 4        546      
 0.92    218     2850     32.0709    32.0714    0.00052207  7        551      
 0.95    222     2905     32.0709    32.0714    0.000512856 4        558      
 0.97    225     2950     32.0709    32.0714    0.000500628 7        561      
 1       229     3000     32.0709    32.0714    0.000481501 5        568      
 1.03    232     3050     32.0709    32.0714    0.000472676 7        575      
 1.06    235     3100     32.0709    32.0714    0.000465054 5        584      
 1.09    238     3150     32.0709    32.0714    0.000445927 9        595      
 1.13    242     3203     32.0709    32.0714    0.000429857 4        605      
 1.16    245     3250     32.0709    32.0713    0.000421809 5        613      
 1.19    248     3303     32.0709    32.0713    0.000416733 4        621      
 1.22    251     3350     32.0709    32.0713    0.000408679 9        630      
 1.26    255     3400     32.0709    32.0713    0.000400067 11       640      
 1.3     258     3455     32.0709    32.0713    0.000389037 4        647      
 1.32    261     3500     32.0709    32.0713    0.000383059 5        651      
 1.36    265     3557     32.0709    32.0713    0.000372519 4        661      
 1.41    268     3605     32.0709    32.0713    0.000362191 4        672      
 1.45    271     3651     32.0709    32.0713    0.000357197 4        676      
 1.49    274     3700     32.0709    32.0713    0.000350283 9        690      
 1.52    278     3751     32.0709    32.0713    0.000338198 4        697      
 1.57    281     3801     32.0709    32.0713    0.000333764 4        704      
 1.62    284     3851     32.0709    32.0712    0.000327297 4        714      
 1.65    287     3900     32.0709    32.0712    0.000322484 7        719      
 1.69    291     3955     32.0709    32.0712    0.000313955 4        725      
 1.73    294     4001     32.0709    32.0712    0.000309738 4        734      
 1.77    298     4057     32.0709    32.0712    0.000301878 4        740      
 1.8     301     4100     32.0709    32.0712    0.000298158 11       748      
 1.85    304     4150     32.0709    32.0712    0.000292923 5        756      
 1.89    307     4200     32.0709    32.0712    0.000285847 5        766      
 1.94    310     4250     32.0709    32.0712    0.000281128 9        777      
 1.99    314     4301     32.0709    32.0712    0.000270693 4        784      
 2.02    317     4350     32.0709    32.0712    0.000266985 11       788      
 2.07    320     4400     32.0709    32.0712    0.00026255  9        797      
 2.1     323     4450     32.0709    32.0712    0.000259027 9        805      
 2.16    327     4505     32.0709    32.0712    0.000250955 4        813      
 2.2     330     4551     32.0709    32.0712    0.000247135 4        821      
 2.23    333     4600     32.0709    32.0712    0.00024209  7        830      
 2.29    336     4650     32.0709    32.0712    0.000237498 9        840      
 2.33    340     4700     32.0709    32.0712    0.000232937 11       846      
 2.36    343     4753     32.0709    32.0712    0.000228286 4        850      
 2.42    346     4800     32.0709    32.0711    0.000225022 9        855      
 2.45    350     4850     32.0709    32.0711    0.000222189 11       864      
 2.51    353     4903     32.0709    32.0711    0.000214859 4        871      
 2.55    356     4955     32.0709    32.0711    0.000211742 4        880      
 2.59    359     5000     32.0709    32.0711    0.000208814 7        886      
 2.64    363     5057     32.0709    32.0711    0.000204992 4        898      
 2.7     366     5107     32.0709    32.0711    0.000202227 4        903      
 2.75    369     5157     32.0709    32.0711    0.000199608 4        913      
 2.78    372     5203     32.0709    32.0711    0.00019469  4        918      
 2.83    375     5253     32.0709    32.0711    0.00019208  4        928      
 2.9     378     5303     32.0709    32.0711    0.000188842 4        934      
 2.94    381     5353     32.0709    32.0711    0.000186996 4        943      
 2.99    384     5405     32.0709    32.0711    0.000183969 4        952      
 3.04    387     5451     32.0709    32.0711    0.000181586 4        961      
 3.08    390     5500     32.0709    32.0711    0.00017972  7        966      
 3.13    393     5550     32.0709    32.0711    0.000176542 11       975      
 3.19    396     5600     32.0709    32.0711    0.000173596 9        983      
 3.25    399     5650     32.0709    32.0711    0.000170588 9        992      
 3.3     402     5700     32.0709    32.0711    0.000168884 7        996      
 3.36    406     5755     32.0709    32.0711    0.000166497 4        1004     
 3.41    409     5800     32.0709    32.0711    0.00016589  13       1011     
 3.46    412     5857     32.0709    32.0711    0.000163695 4        1019     
 3.55    415     5903     32.0709    32.0711    0.000160756 4        1027     
 3.6     418     5951     32.0709    32.0711    0.000158234 4        1032     
 3.65    421     6000     32.0709    32.0711    0.0001561   7        1040     
 3.71    425     6050     32.0709    32.0711    0.000153045 11       1049     
 3.76    428     6107     32.0709    32.0711    0.000150612 4        1056     
 3.82    431     6151     32.0709    32.0711    0.000148019 4        1064     
 3.87    434     6207     32.0709    32.0711    0.000146888 4        1073     
 3.92    437     6255     32.0709    32.0711    0.000144607 4        1077     
 3.97    440     6301     32.0709    32.0711    0.000143028 4        1080     
 4.03    443     6355     32.0709    32.0711    0.000142077 4        1092     
 4.09    446     6401     32.0709    32.0711    0.000139426 4        1101     
 4.14    449     6457     32.0709    32.0711    0.000138109 4        1111     
 4.2     452     6503     32.0709    32.0711    0.000136905 4        1119     
 4.25    455     6551     32.0709    32.0711    0.000135703 4        1126     
 4.31    458     6600     32.0709    32.0711    0.000133875 7        1135     
 4.36    461     6650     32.0709    32.0711    0.000132051 7        1140     
 4.41    464     6700     32.0709    32.0711    0.000131081 9        1144     
 4.47    467     6750     32.0709    32.0711    0.000129427 5        1152     
 4.53    470     6800     32.0709    32.071     0.000127368 11       1159     
 4.59    474     6853     32.0709    32.071     0.000125138 4        1167     
 4.65    477     6903     32.0709    32.071     0.00012415  4        1175     
 4.71    480     6951     32.0709    32.071     0.000122783 4        1180     
 4.77    483     7000     32.0709    32.071     0.000121758 5        1188     
 4.85    486     7057     32.0709    32.071     0.000119555 4        1199     
 4.91    489     7100     32.0709    32.071     0.000118302 5        1206     
 4.97    492     7150     32.0709    32.071     0.000117059 11       1215     
 5.04    495     7200     32.0709    32.071     0.00011635  4        1222     
 5.1     499     7255     32.0709    32.071     0.000114818 4        1229     
 5.18    502     7309     32.0709    32.071     0.000113786 4        1243     
 5.24    504     7350     32.0709    32.071     0.000112757 4        1249     
 5.32    507     7400     32.0709    32.071     0.000111007 4        1257     
 5.4     511     7450     32.0709    32.071     0.000110136 4        1266     
 5.49    513     7500     32.0709    32.071     0.000108478 4        1277     
 5.55    516     7550     32.0709    32.071     0.000106573 4        1281     
 5.62    519     7600     32.0709    32.071     0.000105582 4        1286     
 5.69    522     7650     32.0709    32.071     0.000104761 4        1291     
 5.77    526     7703     32.0709    32.071     0.000103346 4        1298     
 5.81    529     7757     32.0709    32.071     0.000102091 4        1307     
 5.89    532     7805     32.0709    32.071     0.000100985 4        1315     
 5.98    535     7853     32.0709    32.071     0.000100062 4        1325     
 6       536     7869     32.0709    32.071     9.9297e-05  4        1328     
-------------------------------------------------------------------------------

SARSOP finishing ...
  target precision reached
  target precision  : 0.000100
  precision reached : 0.000099 

-------------------------------------------------------------------------------
 Time   |#Trial |#Backup |LBound    |UBound    |Precision  |#Alphas |#Beliefs  
-------------------------------------------------------------------------------
 6       536     7869     32.0709    32.071     9.9297e-05  4        1328     
-------------------------------------------------------------------------------

Writing out policy ...
  output file : ../../synthesis/experiments-beliefs/sarsop/output/cheng-D3-1.out

