
Loading the model ...
  input file   : ../models/tiger-grid.pomdp
  loading time : 0.00s 

SARSOP initializing ...
  initialization time : 0.50s

-------------------------------------------------------------------------------
 Time   |#Trial |#Backup |LBound    |UBound    |Precision  |#Alphas |#Beliefs  
 21.35   82      3100     2.06407    2.55152    0.487455    102      288      
 22.43   83      3153     2.06546    2.55094    0.485487    102      305      
 22.74   84      3200     2.06759    2.55086    0.483268    101      307      
 23.4    85      3250     2.07384    2.55067    0.476834    107      317      
 23.75   86      3300     2.07788    2.55064    0.472756    110      319      
 24.11   88      3350     2.08313    2.54988    0.466746    110      320      
 24.63   89      3400     2.08641    2.54965    0.463236    113      325      
 25.4    90      3450     2.08923    2.54955    0.460316    116      335      
 26.35   92      3525     2.09546    2.54881    0.453349    116      343      
 26.61   93      3559     2.09855    2.54864    0.450089    118      345      
 27.37   94      3607     2.09981    2.54859    0.448775    125      354      
 27.68   95      3650     2.10099    2.54845    0.447457    126      356      
 28      97      3705     2.10655    2.54707    0.440519    123      358      
 28.85   98      3755     2.10818    2.54689    0.438706    120      365      
 29.18   99      3800     2.11001    2.54671    0.436702    121      366      
 29.67   101     3863     2.11327    2.54657    0.433297    126      370      
 29.92   102     3900     2.11536    2.54655    0.431185    125      371      
 30.87   103     3953     2.11773    2.54649    0.428767    130      381      
 31.3    104     4000     2.11957    2.5464     0.426829    135      385      
 31.75   106     4057     2.12197    2.54556    0.423597    136      388      
 32.12   107     4100     2.12276    2.54535    0.422586    137      388      
 32.93   108     4150     2.12447    2.54518    0.420707    149      395      
 33.36   110     4211     2.12732    2.54422    0.416899    150      398      
 33.97   111     4255     2.12838    2.54404    0.415657    150      404      
 34.37   112     4300     2.12954    2.54398    0.414447    152      405      
 35.3    113     4350     2.13019    2.54391    0.413719    158      415      
 36.32   114     4400     2.13149    2.54381    0.412323    163      426      
 37.06   116     4465     2.1339     2.54377    0.409864    165      432      
 37.48   117     4503     2.13459    2.54375    0.409156    163      435      
 38.13   118     4550     2.13555    2.54372    0.408172    164      439      
 39.12   119     4600     2.13671    2.54362    0.40691     162      447      
 39.66   121     4657     2.1389     2.54282    0.403922    164      450      
 40.75   122     4707     2.14066    2.54249    0.40183     168      460      
 41.18   123     4750     2.14282    2.54234    0.399517    167      462      
 41.94   125     4811     2.14724    2.54216    0.394921    167      465      
 42.21   126     4850     2.14775    2.54158    0.393838    168      467      
 43.29   127     4900     2.1482     2.5415     0.393297    169      474      
 44.68   129     4973     2.15021    2.54101    0.390799    172      485      
 45.45   130     5015     2.15409    2.54089    0.386798    175      490      
 46.29   131     5063     2.15824    2.5408     0.382561    173      495      
 46.74   132     5103     2.16041    2.54078    0.380365    174      496      
 47.35   133     5150     2.16197    2.54072    0.378749    176      501      
 48.07   135     5217     2.16776    2.54048    0.372723    173      506      
 48.47   136     5251     2.17101    2.5404     0.369383    173      508      
 49.46   137     5300     2.1738     2.54035    0.366551    176      514      
 50.44   138     5350     2.17467    2.54033    0.365667    179      519      
 51.31   139     5400     2.17663    2.54032    0.363685    187      524      
 52.47   141     5465     2.17767    2.54029    0.362613    189      530      
 54.05   142     5517     2.1793     2.54018    0.360879    190      540      
 54.42   143     5550     2.1809     2.54003    0.359137    190      540      
 54.91   144     5600     2.1817     2.53999    0.358294    189      540      
 56.42   146     5671     2.18288    2.53995    0.357073    184      549      
 56.77   147     5707     2.186      2.53991    0.353913    189      551      
 57.29   148     5750     2.18807    2.53988    0.351801    190      552      
 58.85   149     5800     2.18861    2.53987    0.351257    193      561      
 60      150     5850     2.18934    2.53986    0.350518    196      566      
 62.17   151     5901     2.19058    2.53985    0.349269    205      581      
 62.77   152     5950     2.19149    2.53983    0.348341    206      583      
 64.57   154     6000     2.19206    2.53982    0.347765    208      589      
 66.56   155     6073     2.19269    2.53981    0.347126    207      598      
 67.8    156     6113     2.19299    2.5398     0.346813    210      601      
 69.41   157     6157     2.19363    2.53976    0.346133    214      608      
 70.08   158     6200     2.19462    2.53969    0.345069    215      609      
 70.95   160     6259     2.19651    2.53957    0.343068    217      611      
 72.1    161     6301     2.19716    2.53952    0.342357    221      617      
 72.87   162     6350     2.19794    2.53935    0.341409    219      619      
 73.89   164     6407     2.20209    2.53923    0.337135    218      623      
 74.84   165     6450     2.20314    2.5392     0.336065    216      626      
 76.2    166     6500     2.20346    2.53914    0.335678    221      634      
 78.02   167     6550     2.20376    2.53912    0.335357    230      643      
 79.35   168     6600     2.20429    2.53911    0.334819    230      648      
 80.71   169     6650     2.20492    2.53911    0.334187    230      653      
 82.57   170     6700     2.20629    2.53906    0.33277     226      661      
 84.43   171     6750     2.20734    2.53901    0.331666    231      671      
 85.62   172     6800     2.20799    2.53899    0.331005    228      676      
 86.63   174     6857     2.21199    2.53892    0.32693     223      679      
 87.34   175     6900     2.21269    2.53891    0.326224    221      679      
 88.12   176     6950     2.21288    2.53891    0.326026    222      681      
 90.08   178     7019     2.21387    2.53889    0.325023    228      688      
 90.86   179     7053     2.21432    2.53864    0.324323    229      690      
 92.78   180     7109     2.21502    2.53855    0.323523    229      703      
 93.85   181     7150     2.21522    2.53851    0.323293    231      706      
 95.93   182     7200     2.21573    2.53849    0.322763    236      715      
 97.11   183     7250     2.21619    2.53848    0.322297    239      720      
 98.39   184     7300     2.2168     2.53848    0.321676    241      724      
 100.28  186     7367     2.21759    2.53834    0.320753    244      734      
 101.03  187     7400     2.21793    2.53821    0.320281    244      735      
 101.8   188     7450     2.21846    2.53814    0.319681    249      739      
 103.34  190     7513     2.21961    2.53796    0.31835     260      746      
 105.24  191     7557     2.22205    2.53792    0.315871    259      753      
 105.93  192     7600     2.22365    2.53773    0.314087    260      755      
 107.26  193     7650     2.22404    2.53767    0.313623    268      761      
 108.76  194     7700     2.22483    2.53762    0.312789    272      767      
 110.59  196     7765     2.22638    2.53758    0.311198    274      774      
 113.88  197     7833     2.22715    2.5375     0.310349    283      792      
 114.69  198     7865     2.22737    2.53744    0.310067    283      792      
 115.14  199     7900     2.22764    2.53717    0.309531    282      793      
 116.89  200     7950     2.22834    2.53707    0.308737    275      798      
 118.87  201     8000     2.22849    2.53704    0.308551    277      806      
 120.58  202     8050     2.22853    2.53704    0.308512    283      815      
 122.98  203     8100     2.22853    2.53702    0.308496    285      824      
 126.22  205     8173     2.22874    2.53701    0.308273    282      835      
 127.74  206     8225     2.22904    2.537      0.307961    280      840      
 129.32  207     8267     2.22913    2.537      0.307871    284      843      
 130.11  208     8307     2.22945    2.53699    0.307544    285      845      
 132.52  209     8355     2.22957    2.53699    0.30742     287      853      
 133.43  210     8400     2.22989    2.53699    0.307095    287      855      
 135.21  212     8469     2.23073    2.53676    0.306027    289      858      
 136.38  213     8511     2.23074    2.53675    0.306003    291      862      
 138.86  214     8557     2.23078    2.53675    0.305968    291      866      
 140.7   215     8600     2.2312     2.53671    0.305503    292      872      
 142.21  216     8650     2.23146    2.53669    0.305228    297      877      
 144.36  218     8717     2.23352    2.53666    0.303148    293      880      
 145.34  219     8755     2.23463    2.53643    0.301804    294      884      
 147.86  220     8800     2.23478    2.5364     0.301619    296      888      
 149.88  221     8850     2.23516    2.53639    0.301224    294      893      
 151.64  222     8900     2.23603    2.53625    0.300213    295      900      
 154.91  224     8969     2.23644    2.53606    0.299623    303      912      
 156.76  225     9007     2.2365     2.536      0.299506    308      916      
 158.54  226     9053     2.23658    2.53598    0.299404    313      922      
 160.4   227     9100     2.23699    2.53573    0.298743    313      925      
 163.43  229     9171     2.23829    2.53554    0.297252    319      935      
 164.82  230     9213     2.23832    2.53553    0.297217    316      936      
 168.27  231     9267     2.2386     2.53553    0.296932    333      944      
 170.41  232     9313     2.23896    2.53552    0.296563    336      949      
 172.44  233     9355     2.2392     2.53552    0.296319    337      953      
 176.81  234     9417     2.23939    2.53549    0.296098    346      969      
 179.91  235     9465     2.23946    2.53548    0.296017    350      977      
 183.38  235     9500     2.23946    2.53548    0.296016    356      994      
 184.6   236     9550     2.23959    2.53547    0.295882    356      994      
 188.25  238     9617     2.23969    2.53542    0.295727    356      1001     
 190.23  239     9659     2.23972    2.53542    0.295698    358      1004     
 194.06  240     9715     2.23981    2.53542    0.295607    368      1015     
 194.65  241     9750     2.24042    2.53533    0.29491     369      1015     
 196.41  242     9800     2.24077    2.5353     0.294534    365      1015     
 199.89  243     9850     2.24128    2.53529    0.294005    363      1025     
 202.65  245     9900     2.24141    2.53528    0.293863    375      1034     
 205.2   246     9963     2.24154    2.53527    0.293731    383      1038     
 206.77  247     10005    2.24155    2.53526    0.293715    388      1043     
 208.39  248     10050    2.2416     2.53526    0.293662    388      1044     
 210.59  249     10100    2.24221    2.53524    0.29303     389      1050     
 214.5   250     10150    2.24294    2.53522    0.292278    392      1060     
 215.5   252     10200    2.24319    2.53521    0.292022    393      1062     
 218.34  253     10263    2.24331    2.53517    0.291857    396      1068     
 219.65  254     10303    2.24332    2.53516    0.291838    399      1071     
 220.56  255     10350    2.24351    2.53511    0.291597    403      1073     
 223.68  256     10400    2.24395    2.5351     0.291155    406      1080     
 226.52  258     10465    2.2455     2.535      0.289504    403      1086     
 227.41  259     10507    2.24553    2.535      0.289467    408      1087     
 228.09  260     10550    2.24625    2.53485    0.288595    408      1087     
 230.25  261     10600    2.24676    2.5348     0.288038    410      1090     
 232.36  263     10665    2.24684    2.53479    0.287949    414      1095     
 235.79  264     10719    2.24727    2.53479    0.287518    418      1103     
 236.98  265     10761    2.2476     2.53478    0.287173    419      1105     
 239.6   266     10811    2.24772    2.53477    0.287052    417      1111     
 241.31  267     10859    2.24773    2.53477    0.287046    415      1116     
 243.43  268     10903    2.24774    2.53477    0.287037    412      1118     
 244.56  269     10950    2.24807    2.53474    0.286668    409      1122     
 246.58  270     11000    2.24813    2.53473    0.286599    408      1128     
 249.99  272     11050    2.24814    2.53473    0.286595    412      1136     
 254.44  273     11123    2.2482     2.53473    0.286524    412      1146     
 255.38  274     11163    2.24834    2.53472    0.28638     412      1149     
 256.69  275     11203    2.24849    2.53471    0.286226    411      1152     
 258.91  276     11250    2.24856    2.5347     0.28614     411      1154     
 260.14  278     11309    2.24996    2.53432    0.284361    407      1156     
 262.51  279     11350    2.25033    2.53425    0.283919    411      1159     
 264.23  280     11400    2.25043    2.53422    0.28379     413      1163     
 266.71  281     11450    2.25043    2.53421    0.283782    416      1171     
 270.15  282     11500    2.25044    2.53421    0.283775    419      1178     
 272.26  284     11550    2.25046    2.53421    0.283754    414      1183     
 276.1   285     11619    2.25095    2.53421    0.283252    425      1190     
 276.78  286     11653    2.25111    2.5342     0.28309     423      1190     
 279.44  287     11700    2.25118    2.5342     0.283024    424      1193     
 280.94  288     11750    2.25156    2.53414    0.282574    426      1198     
 283.81  289     11800    2.25168    2.53411    0.28243     429      1206     
 286.75  291     11863    2.25183    2.5341     0.28227     433      1209     
 288.3   292     11903    2.25189    2.5341     0.282211    434      1212     
 291.26  293     11950    2.25193    2.5341     0.282174    438      1216     
 293.16  295     12019    2.25202    2.53379    0.281764    445      1220     
 297.57  296     12071    2.25232    2.53376    0.28144     454      1231     
 298.79  297     12111    2.25241    2.53374    0.281333    457      1232     
 300.51  298     12151    2.25258    2.53374    0.281156    453      1236     
 303.9   299     12200    2.25267    2.53374    0.281063    453      1240     
 305.62  300     12250    2.25268    2.53374    0.281059    461      1244     
 308.47  301     12300    2.25268    2.53373    0.281054    456      1252     
 311.97  303     12361    2.25269    2.53373    0.281037    459      1256     
 313.67  304     12403    2.25284    2.53368    0.280845    463      1261     
 318.15  305     12455    2.25301    2.53346    0.280442    472      1273     
 319.43  306     12500    2.25327    2.53333    0.280064    474      1276     
 322.89  307     12550    2.25387    2.53329    0.279427    481      1285     
 328.75  308     12601    2.25428    2.53325    0.278967    486      1297     
 330.2   309     12650    2.25432    2.53323    0.278911    488      1299     
 333.14  310     12700    2.25452    2.53321    0.278689    494      1311     
 336.1   312     12750    2.25487    2.53318    0.278316    494      1314     
 338.95  313     12817    2.25491    2.53317    0.278257    494      1320     
 342.19  314     12863    2.25491    2.53316    0.278253    492      1324     
 343.48  315     12901    2.25572    2.53311    0.277389    491      1327     
 346.03  316     12951    2.25608    2.53309    0.277016    491      1332     
 348.49  317     13000    2.25629    2.533      0.276708    492      1333     
 351.4   318     13050    2.25631    2.53299    0.276673    499      1341     
 353.29  320     13109    2.25658    2.53294    0.27636     502      1343     
 355.76  321     13150    2.25689    2.53293    0.276039    501      1344     
 357.54  322     13200    2.25694    2.53293    0.275986    505      1347     
 361.52  324     13271    2.25716    2.53293    0.275768    504      1352     
 363.07  325     13319    2.25726    2.53293    0.275668    503      1354     
 364.36  326     13355    2.25727    2.53292    0.275653    505      1356     
 367.27  327     13400    2.25731    2.53292    0.275609    501      1359     
 369.09  328     13450    2.25734    2.53292    0.275578    495      1362     
 372.2   329     13500    2.2574     2.53292    0.275518    495      1365     
 375.42  330     13550    2.25743    2.53291    0.275482    491      1373     
 378.19  331     13600    2.25748    2.53291    0.275438    492      1380     
 382.32  332     13650    2.25752    2.53291    0.275393    504      1388     
 385.21  333     13700    2.25762    2.53291    0.275283    513      1394     
 387.78  334     13750    2.25766    2.53291    0.275245    512      1400     
 391.95  335     13800    2.25766    2.53291    0.275244    515      1406     
 395.19  336     13850    2.25766    2.53291    0.275243    523      1416     
 398.33  338     13913    2.25855    2.53279    0.274238    527      1420     
 408.62  339     13983    2.25881    2.53271    0.273907    544      1439     
 409.23  339     14000    2.25881    2.53271    0.273905    546      1439     
 414.36  341     14067    2.25892    2.5327     0.273775    552      1445     
 415.78  342     14109    2.25893    2.5327     0.273774    554      1446     
 418.87  343     14159    2.25898    2.5327     0.273715    556      1452     
 424.13  344     14211    2.25899    2.5327     0.273707    555      1459     
 426.58  345     14259    2.25899    2.5327     0.273707    558      1464     
 428.74  346     14301    2.25899    2.5327     0.273706    564      1468     
 433.84  347     14350    2.25911    2.53268    0.273567    561      1474     
 436.5   349     14413    2.2597     2.53255    0.272853    564      1481     
 439.17  350     14461    2.25987    2.53254    0.272677    567      1486     
 442.1   351     14500    2.25993    2.5325     0.272574    571      1489     
 443.99  352     14550    2.25994    2.53249    0.272547    621      1495     
 447.98  354     14617    2.26023    2.53248    0.272242    586      1503     
 454.3   355     14671    2.26028    2.53226    0.271979    598      1515     
 455.06  356     14707    2.26031    2.53214    0.271827    634      1517     
 459.87  357     14761    2.2604     2.53189    0.271485    607      1529     
 463.78  358     14801    2.26055    2.53176    0.271211    604      1535     
 465.9   359     14850    2.26058    2.53164    0.271069    653      1539     
 470.07  360     14900    2.26068    2.53157    0.270897    610      1550     
 475.15  361     14950    2.26109    2.53155    0.270466    615      1558     
 476.87  363     15007    2.26149    2.531      0.269505    672      1561     
 480.08  364     15051    2.26159    2.53084    0.269249    622      1567     
 482.67  365     15100    2.26164    2.53027    0.26863     671      1569     
 486.07  367     15167    2.26214    2.52994    0.267795    729      1577     
 490.15  368     15207    2.26245    2.52986    0.267411    626      1582     
 493.2   369     15263    2.26259    2.52983    0.267246    682      1588     
 496.05  370     15309    2.26262    2.52982    0.267201    705      1596     
 497.58  371     15350    2.26263    2.52978    0.267145    634      1596     
 505.34  372     15405    2.26264    2.52977    0.267122    639      1611     
 506.38  373     15450    2.26265    2.52976    0.267112    684      1612     
 512.14  374     15503    2.26265    2.52976    0.267109    637      1619     
 515.22  375     15559    2.26265    2.52976    0.267109    693      1626     
 518.66  376     15613    2.26274    2.52976    0.267019    644      1632     
 524.95  377     15663    2.26285    2.52955    0.266694    694      1643     
 526.64  378     15703    2.26294    2.52948    0.266541    652      1643     
 528.74  379     15753    2.26295    2.52947    0.266528    702      1647     
 531.88  380     15801    2.26299    2.52947    0.266484    739      1654     
 536.56  381     15850    2.26299    2.52947    0.266481    656      1655     
 539.61  382     15900    2.26299    2.52947    0.266481    706      1662     
 541.91  383     15950    2.26299    2.52947    0.26648     731      1666     
 547.07  384     16000    2.26299    2.52947    0.26648     675      1671     
 550.62  385     16050    2.26299    2.52947    0.266479    725      1681     
 555     386     16100    2.263      2.52942    0.266424    683      1690     
 560.83  387     16150    2.263      2.52941    0.266409    733      1699     
 563.44  388     16200    2.26314    2.52939    0.26625     692      1704     
 566.33  390     16263    2.26332    2.52935    0.266035    755      1709     
 568.97  391     16300    2.26363    2.5293     0.265664    771      1709     
 571.45  392     16350    2.26403    2.52921    0.265179    693      1713     
 573.05  393     16400    2.26406    2.52918    0.265123    743      1715     
 575.56  394     16450    2.26406    2.52918    0.265119    767      1720     
 581.47  395     16500    2.26406    2.52918    0.265119    712      1725     
 583.12  396     16550    2.26406    2.52918    0.265118    762      1727     
 586.23  397     16600    2.26406    2.52918    0.265118    776      1733     
 590.12  398     16650    2.26406    2.52917    0.265116    826      1735     
 593.87  399     16700    2.26406    2.52917    0.265116    721      1739     
 596.41  400     16750    2.26406    2.52917    0.265115    771      1743     
 603.76  401     16800    2.26407    2.52917    0.265103    799      1753     
 608.8   403     16865    2.26407    2.52917    0.265099    734      1755     
 610.94  404     16907    2.26407    2.52917    0.265099    776      1758     
 616.2   405     16953    2.26412    2.52917    0.265053    806      1761     
 622.32  406     17007    2.26421    2.52917    0.264958    860      1771     
 624.16  407     17050    2.26425    2.52916    0.264909    884      1773     
 628.92  408     17100    2.26432    2.52916    0.264837    743      1775     
 635.14  409     17150    2.26435    2.52916    0.264806    793      1781     
 638.22  411     17217    2.26436    2.52916    0.264796    839      1785     
 640.69  412     17259    2.26437    2.52914    0.26477     851      1791     
 647.1   413     17303    2.26447    2.52913    0.264661    761      1794     
 648.97  414     17350    2.26452    2.52912    0.264604    808      1798     
 651.08  416     17411    2.26501    2.52894    0.263935    850      1802     
 652.49  417     17451    2.26506    2.52891    0.263849    890      1805     
 657.83  418     17500    2.26509    2.52889    0.263803    919      1809     
 663.18  419     17550    2.26523    2.52889    0.263663    777      1814     
 665.74  421     17617    2.26561    2.52886    0.263246    844      1820     
 671.93  422     17669    2.26566    2.52885    0.263189    893      1827     
 674.37  423     17719    2.26567    2.52885    0.263186    921      1830     
 676.47  424     17761    2.26567    2.52885    0.263184    963      1833     
 678.66  425     17803    2.26573    2.52885    0.263126    1005     1836     
 687.33  426     17851    2.26577    2.52885    0.263079    793      1843     
 689.99  427     17900    2.2659     2.52885    0.262955    842      1847     
 692.63  428     17950    2.26592    2.52885    0.262929    872      1852     
 698.94  429     18000    2.26607    2.52884    0.26277     922      1860     
 702.3   431     18063    2.26651    2.52861    0.262096    965      1866     
 711.26  432     18127    2.2667     2.52854    0.261848    818      1880     
 716.07  433     18169    2.26671    2.52853    0.261829    860      1883     
 718.42  434     18213    2.26672    2.52853    0.261815    884      1887     
 720.25  435     18255    2.26672    2.52853    0.261814    926      1890     
 721.21  436     18300    2.26679    2.52852    0.261735    971      1890     
 726.59  437     18350    2.26682    2.5285     0.261684    987      1894     
 728.84  438     18400    2.26688    2.52849    0.261618    1010     1897     
 735.53  440     18471    2.26688    2.52849    0.261614    812      1904     
 742.26  441     18521    2.26688    2.52849    0.261613    862      1912     
 744.04  442     18565    2.26689    2.52849    0.261603    876      1914     
 745.82  443     18607    2.26691    2.52849    0.261585    918      1917     
 747.96  444     18650    2.26693    2.52849    0.261561    961      1920     
 752.91  445     18700    2.26694    2.52849    0.261554    981      1923     
 757.84  446     18750    2.26697    2.52849    0.261517    810      1928     
 761.91  447     18800    2.26699    2.52849    0.261492    860      1936     
 764.28  449     18863    2.26708    2.52848    0.261402    893      1938     
 769.36  450     18905    2.2671     2.52848    0.261383    935      1942     
 773.22  451     18961    2.2671     2.52848    0.261381    956      1949     
 778.05  452     19011    2.26712    2.52848    0.261365    825      1953     
 784.96  453     19069    2.26712    2.52848    0.261365    883      1960     
 786.56  454     19117    2.26712    2.52848    0.261365    888      1961     
 789.45  455     19171    2.26735    2.52848    0.26113     942      1965     
 790.58  456     19205    2.26758    2.52831    0.260721    976      1967     
 795.23  457     19250    2.2679     2.52821    0.26031     1001     1969     
 800.22  458     19300    2.26803    2.52819    0.260151    840      1973     
 803.75  459     19350    2.26804    2.52818    0.260138    890      1979     
 807.86  461     19421    2.26805    2.52818    0.260128    927      1985     
 813.4   462     19473    2.26805    2.52818    0.260128    979      1989     
 815.57  463     19519    2.26805    2.52818    0.260128    1000     1992     
 820.32  464     19567    2.26805    2.52818    0.260128    855      1997     
 826.05  465     19615    2.26823    2.52818    0.259949    903      2003     
 829.9   466     19667    2.26833    2.52817    0.259844    938      2009     
 835.66  467     19719    2.26833    2.52817    0.259837    990      2019     
 841.11  468     19771    2.26834    2.52817    0.259836    860      2022     
 847.19  469     19817    2.26835    2.52817    0.25982     906      2026     
 849.24  470     19865    2.26835    2.52817    0.259818    935      2028     
 852.96  471     19921    2.26835    2.52817    0.259818    991      2034     
 855.81  472     19973    2.26835    2.52817    0.259818    1001     2038     
 859.11  472     20000    2.26835    2.52817    0.259818    1028     2045     
 867.45  473     20050    2.26835    2.52817    0.259818    861      2046     
 870.48  474     20100    2.2684     2.52817    0.259769    911      2050     
 873.72  475     20150    2.26842    2.52817    0.259749    945      2055     
 877.13  476     20200    2.26844    2.52817    0.259725    995      2061     
 889.35  477     20250    2.26845    2.52817    0.259724    872      2067     
 892.81  478     20300    2.26845    2.52817    0.259724    922      2072     
 896.85  479     20350    2.26845    2.52817    0.259724    931      2077     
 899.86  480     20400    2.26845    2.52817    0.259724    981      2081     
*** Received SIGINT. User pressed control-C. ***

Terminating ...

-------------------------------------------------------------------------------
 Time   |#Trial |#Backup |LBound    |UBound    |Precision  |#Alphas |#Beliefs  
-------------------------------------------------------------------------------
 900.11  480     20409    2.26845    2.52817    0.259724    950      2081     
-------------------------------------------------------------------------------

Writing out policy ...
  output file : ../output/tiger-grid.out
